Id,SalePrice
574,214751.06982233276
575,345836.00120810204
576,198993.53582953
577,217690.05239690258
578,212917.7438723676
583,227756.80528241588
584,217982.8599718007
585,160974.7774956931
587,198378.18832960632
593,214023.4419100829
597,210395.00566218497
598,177521.3818225615
599,177124.46086925725
600,127989.85874013187
605,154836.47436973976
607,164712.0464613437
608,164799.1478393938
611,178879.28112245147
616,115422.98925262026
625,177307.05821591284
629,149711.52414074013
630,121328.840229458
631,150276.5419175608
640,193764.020689583
642,166948.8317951349
643,141778.96651277324
646,111209.27010747022
647,170561.15233313502
655,79988.1350201578
659,112838.96067775221
663,46956.886991048756
665,102633.70819303155
667,193032.9006565688
673,160994.8445743355
676,142404.27819581667
680,148912.12361383802
682,136590.15356631944
687,134771.8388700276
688,158971.76874711653
692,123362.78943777614
693,111128.85457574882
695,144821.92746389503
697,120502.59121092068
700,139328.799462754
702,129736.71046368612
703,154428.2444304398
704,108241.37223502541
712,101003.74796157463
713,98164.94563726734
717,200680.13691424148
720,174803.45647792224
721,55370.15871238428
726,145668.61440436283
733,104153.23734171687
736,136430.77677222516
738,106895.22835834108
741,141102.8092824771
743,17613.007677665068
745,109395.97855198862
750,153359.19139078428
756,99565.30059813647
757,125098.21309739651
758,131376.08706015523
760,98639.94349219017
765,152414.77573257397
775,137155.40254547674
776,134384.4861558229
780,171470.91459276533
783,253308.9671951935
790,122647.90956419962
795,77730.99688758574
796,136328.8121236393
797,143626.03193072672
798,118620.63498981949
804,202963.6589905803
805,218636.4939106678
806,230511.4934522007
808,113527.03745486151
814,151272.014081628
818,280739.07155633264
821,287998.51449463196
822,357868.9652750321
825,291412.1292377464
827,237808.5459839771
830,201786.4829821816
834,238789.18785307783
835,220115.63835389784
842,146596.2566774284
845,206322.08135327313
852,209054.90219809092
857,148203.99460232566
858,152814.9368909409
859,127798.39583022677
860,131580.34734521157
861,133849.0568971812
864,238264.86817497254
868,190895.42747651058
869,203775.43333973197
872,290653.21813807264
873,223346.66775031236
885,103252.18677927801
890,106243.30073838567
895,103417.17424384257
899,50744.44129857895
906,124440.88698753621
918,153113.89163306053
923,174282.62961354558
925,128728.59054702704
927,162005.28187319497
932,217205.71946747115
933,114913.68805764498
934,136532.33128266886
942,95654.79038761745
947,240758.69822543158
948,293195.5660276421
951,150197.16947689076
957,352509.01372501906
958,327340.34481050685
959,235779.50281795923
963,191012.07423563744
967,210146.6268516383
968,364284.03165521205
971,135630.61376431608
972,184741.3111364898
976,98022.57731563236
978,75967.22688272288
979,101697.54261452217
984,113863.33832784268
986,169281.6881760685
991,232519.62373267228
996,210180.14354862773
1001,278044.8216322451
1007,198487.68189837225
1008,179661.19072535826
1009,227422.540511191
1014,158125.89975772376
1022,222250.43756468614
1024,175854.87739053764
1027,136341.56836351752
1030,164469.24504827987
1032,159469.78083454256
1035,159375.63686911986
1042,115256.19939971533
1047,138250.72508251618
1050,105305.71236992569
1055,304741.87967893004
1059,406259.83292545006
1061,366634.5137558636
1064,501252.2089207394
1077,206590.64791027884
1081,231209.51683841203
1092,240955.2832265833
1093,192951.6691731763
1095,199619.92709971505
1099,273121.9376441461
1101,283221.92455211544
1103,317800.3584620522
1109,272873.1326266581
1112,220866.09984521798
1113,223031.8597291626
1114,253409.51408330098
1116,230079.1153563459
1117,245060.77081553813
1119,272165.58373033075
1121,220692.65618894715
1122,230810.32307420607
1125,261778.3494275875
1137,166547.21181407926
1142,210181.5236493234
1144,192201.30685050046
1145,194411.7600891388
1147,182468.87886222848
1148,189578.6457340569
1149,153179.91719815676
1150,119936.82458199456
1153,101855.96149259142
1154,104277.46008388622
1159,339333.34427498153
1161,161908.5437906626
1167,173462.24853807024
1171,262599.1674008296
1174,179733.79683571396
1188,190869.5709321281
1189,174833.15524889232
1191,146529.41740657703
1195,139118.36049022854
1199,174598.46369615284
1201,196608.83109566718
1204,187778.57161058008
1211,154921.8675629697
1214,216527.25406972185
1219,145735.3103311106
1220,63671.21011870945
1227,191246.58147930342
1229,224906.62849885685
1231,142300.32109987002
1234,214754.5507010727
1235,140491.8865382501
1239,186758.35770969235
1240,175532.73915616036
1241,185507.90626503577
1246,112820.20645555721
1249,173628.39509802277
1250,133667.43049305986
1252,120012.03420321112
1259,144139.80920593932
1267,113381.20311045149
1269,87567.11344727888
1270,135764.43724030818
1272,135421.423266374
1274,136873.7929590313
1276,113733.14793267526
1279,149583.85877882678
1281,168016.7799760538
1286,151988.32234656607
1287,124970.98053679032
1290,73087.43359755163
1291,135303.84964325654
1297,164872.79334158817
1302,154954.35742073428
1303,44486.461204239866
1312,97801.29607115677
1315,136730.40402645044
1322,35142.02937822419
1327,110368.53078933054
1331,148038.71317394255
1333,127713.10812236439
1334,124114.66485478941
1336,123579.74793915563
1341,116035.71419674858
1344,79651.57091773965
1347,138794.61630056187
1348,156084.63025361925
1353,173517.63562934165
1355,140317.15816579602
1356,124816.48024407649
1357,169191.42550498236
1361,139190.30975994427
1364,127707.81502121413
1368,111181.49385978658
1369,96401.75086588865
1371,132774.1156685289
1373,127216.47067622837
1374,123661.91927189758
1387,132725.19183001123
1388,100219.0880148814
1392,165493.8101768975
1394,134050.96474544864
1406,163733.63168825902
1407,219542.58479596203
1408,201928.0350590328
1409,172948.5283137463
1411,203087.39728233038
1412,114498.69925702554
1413,150103.72306217655
1414,130072.7435789274
1425,227889.84669881116
1430,205740.33504726243
1431,201100.96060562524
1435,225773.60666148376
1441,219450.16545836013
1444,213145.5285064723
1445,131167.2367815007
1446,150870.23530776476
1452,122581.21595964654
1453,127270.78755586006
1456,224927.40377195436
1457,226173.1316675944
1460,255907.15844561125
1463,238836.67113141628
1468,215926.2257399251
1471,221739.51354386425
1474,207576.75449243461
1475,196171.46756822595
1476,213741.78982576597
1478,207920.7470080797
1482,150664.4901715801
1483,161563.17674786886
1484,150976.06801738185
1485,163781.11501984016
1496,159761.82126005564
1497,163341.42926665657
1500,147027.02822702934
1506,136456.93792736213
1507,97489.7927112481
1509,127170.48182002341
1510,142210.34606169432
1513,119512.4202233853
1517,141463.7391295577
1518,181070.531101159
1523,173785.68065952804
1524,158111.2697692105
1526,159090.7120121178
1529,194155.0309502289
1531,146908.13721214482
1535,132053.73061224018
1536,153619.73161666605
1538,318434.2071501289
1540,238601.81402080436
1543,125681.80440544471
1545,131572.19767084857
1546,125123.02334686437
1557,74240.73835062262
1558,93538.79974118204
1559,59191.71030658187
1563,291874.18577999156
1568,167964.46596758073
1571,282112.4326742863
1578,149107.0701243475
1579,222444.42372533728
1584,250120.26853519137
1586,290133.4812902825
1604,125875.88500954484
1606,150644.61669494014
1610,170361.02825906876
1611,107437.30453946676
1618,174827.82769870549
1623,198052.2778376872
1624,179163.14533618215
1628,163661.0615510748
1633,247580.94423659611
1645,154166.20629495557
1649,197559.7991721716
1652,153220.2194237353
1653,164122.83688583158
1656,132788.6491697171
1662,195365.2215686582
1668,115598.15917001574
1670,110604.01637907102
1672,115866.2887713181
1673,136180.90561726486
1674,164336.51007532325
1677,117113.60995034291
1678,135708.02571683313
1679,109584.48545021741
1685,403673.29953100317
1692,452070.64413711184
1693,343486.54770673055
1696,473735.91241148196
1709,327605.73073143896
1711,300864.0217539869
1717,226349.61922554826
1718,214749.62820124644
1721,230066.45918317206
1722,212634.57754315232
1725,348201.3396204809
1726,221394.34350654628
1730,184759.32018511044
1731,187988.98326187083
1733,206813.77101073842
1737,204183.62355363645
1746,241708.4600907904
1747,199313.9980683468
1748,180744.89525973907
1749,212705.5467598463
1760,179994.5830691301
1761,519162.90217151155
1762,328711.94288527186
1768,599182.487844974
1769,261620.80267168564
1770,294327.70828724955
1776,210937.7453740047
1781,415296.3456880372
1785,364060.07188822515
1792,220652.7643830094
1798,241714.78913009222
1812,196670.05164066906
1814,238564.8324862448
1817,146332.7887584998
1818,144381.97390368287
1822,131563.8924221802
1823,129604.25976343057
1829,249397.98526906106
1838,216392.82423490885
1845,183801.66674039068
1851,189601.67435817097
1855,294632.4074258071
1856,195549.5822229
1858,199272.20067666148
1865,222111.17440930588
1866,158412.04643079377
1867,180894.02291198753
1868,204771.65150417614
1876,141783.51356927998
1878,139683.9436247975
1879,141034.1299234677
1882,145246.63067896268
1883,114288.21185335374
1887,94348.08886684645
1895,142743.4531425796
1898,151144.253609472
1904,56761.02154923123
1908,150140.7506084538
1917,142812.84217815846
1918,132586.19737291225
1920,134908.972739796
1922,136084.40951607705
1923,159017.93371797138
1931,169378.021106891
1935,136230.2178608879
1936,133370.7281451137
1939,124952.8018263492
1943,118770.0431010977
1944,122433.20520161361
1946,228551.52725680824
1952,105991.96112130157
1954,108802.42355812865
1958,120068.51452170545
1964,153081.25533065668
1966,154617.5897286245
1969,105439.9941204588
1977,102366.78526347465
1980,76268.95629384252
1984,125194.69677154528
1985,84554.376127556
1988,113740.64847574646
1989,111954.5242318595
1991,138158.5596558148
1992,133283.96401475373
1997,132565.06082001538
1999,182317.225351078
2003,113378.8337101596
2005,114036.73185273915
2010,136998.58463767325
2012,141095.5763346452
2016,140230.08322509594
2017,128478.78403236311
2022,186421.1390538755
2023,162985.3362696566
2035,141453.77618533256
2036,215724.38414092193
2040,122998.1981588061
2042,133680.21035986542
2043,86400.2926988019
2055,130795.195267276
2056,109560.38277515979
2059,106361.93366327028
2064,126981.68473866144
2066,184228.23743814512
2070,141117.56825891018
2071,78047.05187111383
2078,231635.41691981116
2080,166974.29644836235
2085,132223.0846582125
2089,116500.97113682938
2090,173968.59026609903
2092,223545.0697989786
2094,253406.25836759078
2095,217869.8642315965
2098,361645.09115006984
2099,249536.91582173135
2103,247555.01833417767
2120,152153.94583045357
2122,174038.38577926674
2123,169633.7089072093
2134,190734.2892245394
2135,126664.88319045193
2136,136884.27492911578
2143,161661.81266955216
2145,280332.7085392213
2146,236259.97742321846
2148,194555.16163752566
2155,262461.05397272285
2156,252640.53442341374
2157,147164.4384229539
2159,206383.4680857966
2161,192598.55489638713
2164,193957.25396745992
2165,192372.48914477773
2169,147693.4240126927
2171,120488.06131345395
2180,167015.1949491074
2182,600922.0694021337
2184,139991.99084039836
2185,65174.63468397276
2188,81647.59725960529
2191,107923.81156777826
2192,96317.62044204932
2196,157393.55130158633
2198,84437.10308473215
2204,165709.14517570092
2210,183769.1249321552
2213,140717.34116966923
2215,292296.87490923266
2219,244160.1403288634
2221,246866.82618869693
2224,198233.76058737442
2228,164342.05880073583
2232,117216.9667856824
2239,123206.95788537506
2246,292977.5729005437
2247,280528.57788639516
2249,165078.01396501626
2251,194326.2133569732
2254,152458.38277151383
2256,213475.84275023313
2259,230477.5409769395
2263,255502.40239000996
2266,209105.87685444238
2271,207578.5775598779
2274,208224.87638972604
2275,297451.0644560846
2280,162946.7237471132
2281,155194.5009936841
2291,76744.40216655897
2292,151539.77849126616
2295,195755.324121643
2297,121555.1282545164
2299,156649.52900900703
2302,139604.02131176117
2303,131175.9574747035
2304,121241.86004607464
2308,203356.7793183061
2312,218542.96632814483
2314,175017.6547310353
2315,181266.38527604225
2316,193721.68032552383
2320,226820.65491372993
2321,286880.32645415
2322,268368.2735260816
2325,170040.10724109612
2336,404468.1826475393
2340,325117.30842235626
2341,338455.6339291236
2342,439586.6632929088
2345,223227.79160954454
2346,181100.2541885358
2347,159331.31254172703
2354,266924.6761301059
2357,184510.46861720984
2359,153399.32613356915
2360,131051.35108040417
2361,99715.86757509848
2362,94547.35275322144
2366,116988.38989149348
2367,102702.45565405439
2370,124548.34515440327
2373,99640.86093961875
2376,120756.16629636553
2378,136678.88069518033
2382,254836.60719299968
2387,319186.8963522669
2392,401607.45050752524
2395,360086.2635213568
2396,362393.1962025694
2397,307321.46536053735
2399,396544.22694053425
2401,444374.8483540468
2402,290425.9125814742
2407,215303.21531976166
2411,189606.72002068584
2414,213133.3109836652
2418,268340.46761150047
2419,195349.52646331844
2424,177491.7303305257
2427,186444.7669056767
2430,228017.2805391614
2439,200126.36411038824
2441,242051.48322046094
2442,229660.3185706038
2446,458996.6258541735
2447,388846.1278161623
2452,306266.7341133112
2457,365554.550322363
2458,286857.91921303194
2462,387389.1964993689
2465,205479.32784589735
2467,207183.11046509023
2473,153233.93737320986
2478,186021.12635355213
2479,176842.61214503075
2482,149922.62329708657
2485,125364.55311274144
2488,125753.80237281321
2494,133850.69859166828
2500,268294.7397041424
2509,154410.0251529356
2512,176434.20964830872
2514,149884.69281801776
2515,203086.7245080157
2516,215074.44871017872
2518,169578.72793731492
2519,207232.180177063
2520,182670.44464722334
2527,169381.20694964367
2532,128319.17242736122
2538,128089.39124729011
2539,153087.52928134293
2543,112774.19972561399
2551,152999.6895183254
2554,138615.7852425748
2555,120632.96495302551
2557,87310.39628732545
2561,141538.09265280692
2563,150690.05733406093
2564,139381.0362777515
2570,117933.70501161602
2571,276726.9559258882
2576,154852.18312131945
2582,149003.7539452303
2584,154359.99683951715
2587,116622.6975777967
2589,123689.92852671149
2591,195379.75370992074
2597,120751.54691064838
2602,158024.839215929
2605,151794.43849111386
2610,185899.7361176815
2611,143906.7124089651
2614,128872.06769517643
2616,193417.166602765
2617,151423.38314917873
2620,122405.10790965911
2623,103240.20896633486
2631,146897.3998209775
2638,156854.7423398734
2639,128846.41997433509
2645,129569.54750024126
2647,90697.88545478869
2648,135649.54026658103
2650,119807.14067283273
2652,119880.72765515315
2656,126928.88618034786
2658,145845.09325335297
2661,178216.72772425986
2665,159612.6014284516
2673,152049.7854265493
2678,103372.68029357058
2679,112494.45784166701
2680,76188.02969896696
2685,108318.60324730408
2695,128693.05519928195
2698,112758.37728008306
2700,185389.24534810375
2706,141981.93045887165
2708,150424.821376893
2709,151532.0594348386
2711,134661.7821485384
2718,163286.09963888893
2719,167194.18204991406
2721,141182.42840917187
2725,167983.85787635454
2726,232991.50160053343
2732,219070.37555084808
2733,142080.47684746215
2739,187216.96647540966
2747,188495.3918590785
2751,237297.59200737628
2754,204453.82127236272
2755,232492.5708247229
2756,216381.34296513876
2758,258767.31224310724
2763,197031.51915739116
2764,227165.44013446072
2765,191214.42031195923
2766,175144.5134863703
2768,164247.72957852515
2781,213829.79752451062
2784,171197.69547726566
2785,138325.69650684964
2786,125714.72595415295
2796,237374.2745916199
2797,262165.370695802
2801,242163.206685446
2805,250130.82899336633
2806,205931.32523713954
2812,194333.30217224045
2817,109482.49325985486
2822,153620.01113833397
2825,256119.94907204504
2828,162887.568896173
2831,143952.13747926982
2843,143130.2535867421
2845,99551.92158962136
2847,157388.51931587615
2855,165643.14822781188
2856,146253.3898466649
2859,138172.36304177635
2865,214853.7640573603
2867,173662.75735573928
2869,216071.8139637082
2870,238091.07259597507
2874,142092.80196853803
2876,72253.67131949161
2889,155698.70410567342
2892,282812.49081594124
2895,223515.40593329753
2898,247316.98719605026
2901,314747.8157682617
2902,333436.47029785253
2908,141394.0922983513
2909,113147.54817875476
2916,149913.6587475612
2917,122131.05203285703
2919,78792.29479574761
2921,87374.77730345968
2922,192694.89747283421
2925,184518.21768046613
2928,122723.35812212162
